,images,captions
8046,957230475_48f4285ffe,"['<START> صبي يلعق وجه رجل اكبر سنا مغطي بالماده دهنيه زرقاء و صفراء <END>', '<START> طفل في قميص اصفر يلعق طعام ملون زاهيه من خد رجل <END>', '<START> صبي صغير يلعق ملون من وجه شاب <END>']"
4444,3197791645_601908f26b,"['<START> فتاه ترمي دلوا من ماء علي فتاه اخري <END>', '<START> فتاه ترمي ماء علي اخري في بركه <END>', '<START> تلعب فتيات في حمام سباحه ويرشون بعضهن بالماء <END>']"
3633,299676757_571ee47280,"['<START> امراه مع احذيه برتقاليه تتوقف في مربع <END>', '<START> سيده تمشي و هي ترتدي قبعه غامقه تنوره جوارب حمراء و حذاء <END>', '<START> امراه في تنوره طويله في ساحه بلده <END>']"
5805,3470303255_fbb41b8dd0,"['<START> فتاه صغيره في قبعه ورديه تستنشق زهره بيضاء <END>', '<START> طفله صغيره تشم رائحه زهره <END>', '<START> فتاه صغيره تشم رائحه زهور <END>']"
1050,2120469056_7a738413be,"['<START> صبيان يسبحان في يوم مشمس <END>', '<START> طفلان يسبحان في ماء اخضر <END>', '<START> اثنين من اولاد يسبحون في بركه من ماء اخضر <END>']"
590,1550772959_9ca9fa625f,"['<START> فتاه تجلس مع ادوات حفر تفحص صخره <END>', '<START> عالم وحيد يحفر في صخور للتحف <END>', '<START> شخص مع فرشاه تبحث في صخره كبيره <END>']"
519,1472249944_d887c3aeda,"['<START> فتاه تتمرن علي صخره بينما تقف اخري بجانبها <END>', '<START> كثير من ناس يسيرون في حديقه بها كثير من اشجار <END>', '<START> توجد امراتان علي جدار صخري بينما يسير اخرون علي طول طريق <END>']"
3380,2920516901_23d8571419,"['<START> كلب يركض في سباق <END>', '<START> كلب في سباق يرتدي قميص اصفر <END>', '<START> كلب يرتدي قميص اصفر ويركض في سباق <END>']"
3676,3006217970_90b42e6b27,"['<START> سياره سباق علي طول مسار في مطر <END>', '<START> تسير سياره سباق حول مسار رطب مع مصابيح اماميه مضاءه <END>', '<START> سياره سباق صغيره مع اعلانات تسير علي مسار ممطر <END>']"
5776,346253487_687150ab04,"['<START> طفل يمسك به شخص بالغ يبتسم في كاميرا <END>', '<START> طفل في ستره زرقاء يبتسم <END>', '<START> طفل صغير يبتسم في كاميرا اثناء احتجازه من قبل شخص بالغ يبتسم <END>']"
6661,3639845565_be547c38ba,"['<START> رجل يعزف علي غيتار اثناء جلوس علي مدرجات امام بحيره <END>', '<START> رجل يعزف جيتار علي مدرجات مائيه <END>', '<START> رجل يجلس علي مدرجات يرتدي قبعه رعاه بقر ابيض ويلعب غيتار <END>']"
5179,3346040664_5b584e6133,"['<START> صبي يلعب كره سله يحاول ان يحجب كره <END>', '<START> احد لاعبي كره سله يرتدي زيا ابيض يقفز لعرقله لاعب اخر يرتدي زيا ازرق لون مع كره <END>', '<START> اولاد يلعبون كره سله <END>']"
1607,2353119813_685bace18e,"['<START> كلب يقفز للحصول علي كره صفراء و سوداء <END>', '<START> يقفز كلب للقبض علي كره في حقل كبير <END>', '<START> كلب يلعب في حديقه <END>']"
3610,2991575785_bd4868e215,"['<START> فتاه تقوم بركله بالقرب من امراه <END>', '<START> فتاه تركل ساقها علي كتف امراه تقف بجانبها <END>', '<START> امراه تركل رجل <END>']"
7713,542648687_adf13c406b,"['<START> كلب يركض في حقل يبحث عن قرص طائر غير مرئي <END>', '<START> اثنين من كلاب سوداء و بيضاء في حقل من زهور و عشب <END>', '<START> كلبان ابيض و اسود ينظران نحو شيء ما في هواء اثناء جري في حقل عشبي <END>']"
8087,99171998_7cc800ceef,"['<START> مجموعه تجلس حول صدع ثلجي <END>', '<START> مجموعه من ناس يجلسون فوق جبل ثلجي <END>', '<START> خمسه اطفال يستعدون للزلاجات <END>']"
1809,241347760_d44c8d3a01,"['<START> رجل يرتدي قميص كره قدم احمر <END>', '<START> رجل في زي كره قدم حمراء وبيضاء <END>', '<START> لاعب كره قدم امريكي يرتدي شريطا احمر وابيض <END>']"
791,1926129518_4350f4f552,"['<START> كلب مرقط وكلب اسود وجرو يتقاربان علي كره تنس <END>', '<START> ثلاثه كلاب يلعبون في عشب <END>', '<START> ثلاثه كلاب تلعب في حقل عشبي <END>']"
792,1928319708_ccf1f4ee72,"['<START> رجل يركب دراجه علي طريق <END>', '<START> رجل يركب دراجه اسفل طريق بحواجز خرسانيه <END>', '<START> رجل يركب دراجته علي طريق مبلل <END>']"
6649,3638688673_176f99d7fd,"['<START> صبي في ارجوحه <END>', '<START> صبي صغير يتارجح علي ارجوحه <END>', '<START> صبي صغير يتارجح في هواء <END>']"
1855,2426781076_e3f4d2685c,"['<START> صبي يسرع بانزلاق حاد <END>', '<START> طفل اسود يتدلي من شريحه انطلاقه <END>', '<START> صبي ينزلق علي زحلوقه علي ركبتيه <END>']"
1980,2465441099_a1761a1757,"['<START> مجموعه من شباب يقفون في انتظار شيء ما <END>', '<START> هذه مجموعه من اشخاص يقفون في مكان ما <END>', '<START> يجلس شباب في حفله <END>']"
3233,288025239_5e59ba9c3b,"['<START> شخص ما يخرج من خيمه ملونه في حقل واسع من ثلوج <END>', '<START> امراه تبتسم من داخل خيمه حمراء محاطه بالثلوج <END>', '<START> يخرج مسافر من خيمته ليجد ان ثلج موجود في كل مكان <END>']"
3598,2987121689_f9de6c479b,"['<START> اثنين من لاعبي كره قدم يسعون وراء كره <END>', '<START> لاعبان لكره قدم يتصارعان من اجل كره خلال مباراه <END>', '<START> شابان من فريقين متنافسين يتدافعان للحصول علي كره في ملعب كره قدم <END>']"
933,2078311270_f01c9eaf4c,"['<START> امراتان تعبران شارع في يوم بارد <END>', '<START> امراتان تسيران في شارع <END>', '<START> امراتان تمشيان بالقرب من بعض اشجار بملابس دافئه ذات لون داكن واحده بها قبعه و اخري بها طوق مطوق <END>']"
3963,3086790344_9487c58624,"['<START> فتاه تسبح في مياه زرقاء مخضره <END>', '<START> فتاه سمراء تسبح في مياه زرقاء داكنه <END>', '<START> فتاه تسبح في مياه زرقاء فواره <END>']"
6021,3515451715_ac5ac04efa,"['<START> تدفع ام طفليها علي ارجوحه <END>', '<START> تدفع ام طفلين علي ارجوحه في حديقه <END>', '<START> تدفع امراه طفلا علي ارجوحه بينما ينظر طفل متارجح اخر <END>']"
5626,3433982387_3fa993cf5a,"['<START> تلعب فتاه في ثوب ابيض مع فقاعات بينما تقف ام و ابنتها الي جانب <END>', '<START> امراه تقف مع فتاتين صغيرتين يرتديان فساتين تبحث في فقاعات <END>', '<START> فتاه صغيره في فستان ابيض تراقب فقاعات <END>']"
5506,3415311628_c220a65762,"['<START> رجل و صبي يقودون عربه كارت <END>', '<START> رجل مسن يقود عربه تسوق مع صبي صغير <END>', '<START> رجل و طفل يركبان في عربه <END>']"
7506,495116214_f1df479fb0,"['<START> اثنين من كلاب سوداء و بيضاء علي شاطئ رملي يتقاتلان علي عصا طويله <END>', '<START> يحمل كلبان نفس عصا في افواههم اثناء سيرهم علي رمال <END>', '<START> اثنين من كلاب يحمل عصا واحده علي شاطئ <END>']"
4179,3136674757_57406c305c,"['<START> رجل مسن يعانق فتاه اصغر سنا <END>', '<START> رجل عجوز و شابه يتعانقان علي اريكه <END>', '<START> عجوز يعانق فتاه صغيره تي ترتدي قميصا احمرا <END>']"
4026,310213587_778fe8fb5b,"['<START> مجموعه من ناس يجلسون علي مقاعد في حديقه مدينه <END>', '<START> رجل يشرب مشروبا و يحمل كيسا بلاستيكيا بعيدا عن اخرين <END>', '<START> رجل يرتدي ملابس سوداء و قبعه زرقاء ياخذ شراب و يحمل حقيبه تسوق <END>']"
7166,404702274_fa8b3fe378,"['<START> كلب ابيض و ابيض يقفزان في هواء للقبض علي كره ثلج <END>', '<START> كلب يقفز و يحاول تقاط قطره من ثلج <END>', '<START> كلب ابيض و بني يقفزان في هواء فوق ارض مغطاه بالثلوج <END>']"
4116,3121521593_18f0ec14f7,"['<START> امراه تحني راسها علي كتف امراه اخري <END>', '<START> فتاتان ترتديان ثيابا دافئه تقفان لاخذ صوره في هواء طلق <END>', '<START> امراتان شابتان تتعناقان و تقفان معا لاخذ صوره <END>']"
988,2095435987_1b7591d214,"['<START> كلب مستلق علي ظهره في رمال <END>', '<START> كلب يتدحرج ليخدش ظهره في رمال <END>', '<START> كلب ابيض و بني يتدحرج في رمال <END>']"
6240,3553476195_fb3747d7c1,"['<START> اثنين من كلاب سوداء تقاتل علي لعبه <END>', '<START> اثنين من كلاب سوداء تلعب لعبه شد حبل مع لعبه برتقاليه <END>', '<START> اثنين من كلاب سوداء يلعبون مع لعبه كلب محشوه برتقال <END>']"
3453,2937497894_e3664a9513,"['<START> شخص يركب لوح تزلج ينزلق من علي منحدر <END>', '<START> شخص يحلق في هواء فوق ثلج <END>', '<START> شخص علي لوح تزلج يقفز في هواء <END>']"
7387,468310111_d9396abcbd,"['<START> كلب ابيض و اسود يمر من خلال حقل ابقار <END>', '<START> كلب ابيض و اسود يركض في عشب حيث توجد بعض ابقار <END>', '<START> كلب يركض في عشب حول غنم <END>']"
3778,3036596725_541bbe0955,"['<START> كلب ابيض و اسود يتسابق علي مسار <END>', '<START> كلب ابيض مع اداه في فمه و طوق احمر حول عنقه <END>', '<START> كلب سلوقي ابيض يرتدي كمامه يدور حول مسار <END>']"
5658,3440104178_6871a24e13,"['<START> كلب ذو اذان كبيره يحمل كره في فمه <END>', '<START> كلب صغير يركض مع كره بنيه في فمه <END>', '<START> كلب ابيض و اسود يحمل كره علي شاطئ <END>']"
